Typ;Produkt;"B x H[mm]";"Preis[Pos]";"Qm[ges.]";Kunden Nr.;Druck RG;Produkt-ID;Monat;Days;;;;;;;;;;;;12/31/2021
AU*;Floatglas 5 mm;1605 x 2250;288.8;28.88;10730;3/14/2019;1005;2019/03;1023.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2550;392.64;32.72;10730;3/14/2019;1006;2019/03;1023.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;1605 x 2250;386.64;21.66;10730;3/14/2019;62330;2019/03;1023.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2550;910;102.25;12307;3/14/2019;1006;2019/03;1023.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2250;1215.16;122.74;10760;3/14/2019;1446;2019/03;1023.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 3200;670.14;142.56;10760;3/14/2019;4078;2019/03;1023.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);2550 x 3210;1253.07;73.71;10760;3/14/2019;6022;2019/03;1023.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;3210 x 2250;451.25;36.1;10760;3/14/2019;62444;2019/03;1023.00;;;;;;;;;;;;
AU*;Drahtornament 187 weiß 7 mm;2040 x 2520;245.19;15.42;10760;3/14/2019;4026;2019/03;1023.00;;;;;;;;;;;;
AU*;Delta weiß 4 mm;1610 x 2130;459.6;34.3;10760;3/14/2019;4021;2019/03;1023.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;89;17.8;10760;3/14/2019;4089;2019/03;1023.00;;;;;;;;;;;;
AU*;Ornament 178 bronce 4 mm;1650 x 2160;231.4;17.8;10760;3/14/2019;4079;2019/03;1023.00;;;;;;;;;;;;
AU*;Eisblumenglas weiß 4 mm;1524 x 2440;155.5;7.44;10760;3/14/2019;4101;2019/03;1023.00;;;;;;;;;;;;
AU*;Altdeutsch K bronze 4 mm;1650 x 2160;382.7;17.8;10760;3/14/2019;4002;2019/03;1023.00;;;;;;;;;;;;
AU*;Ornament 521 weiß 4 mm;1650 x 2160;64.08;10.68;10760;3/14/2019;4086;2019/03;1023.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;2250 x 3210;642.6;72.2;10760;3/14/2019;62328;2019/03;1023.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;2250 x 3210;344.4;21.66;10760;3/14/2019;62330;2019/03;1023.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;2250 x 3210;257.76;21.66;10760;3/14/2019;62329;2019/03;1023.00;;;;;;;;;;;;
AU*;VSG-Spiegel 33.1 mm SGG Miralite;2250 x 3210;552.33;21.66;10760;3/14/2019;62428;2019/03;1023.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;1337.9;122.74;11514;3/14/2019;1006;2019/03;1023.00;;;;;;;;;;;;
AU*;Optishower auf Float 8 mm;3210 x 2250;288.8;14.44;10760;3/14/2019;1063;2019/03;1023.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3300;967.1;141.17;10945;3/14/2019;1006;2019/03;1023.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3300;935.77;81.73;10945;3/14/2019;1010;2019/03;1023.00;;;;;;;;;;;;
AU*;DecoCristal ultrawhite 9003 6 mm;3210 x 2550;2158.15;139.23;10124;3/19/2019;62433;2019/03;1018.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;846.94;122.74;10126;3/19/2019;1446;2019/03;1018.00;;;;;;;;;;;;
AU*;Ultra Clear 4 mm;2250 x 3210;1088.88;187.72;10126;3/19/2019;62453;2019/03;1018.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;2250 x 3210;122.74;14.44;10126;3/19/2019;62328;2019/03;1018.00;;;;;;;;;;;;
AU*;Floatglas 2 mm, Kontrakt 5807;1000 x 1600;236;40;10759;3/19/2019;1002;2019/03;1018.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;969.68;122.74;10792;3/19/2019;1446;2019/03;1018.00;;;;;;;;;;;;
AU*;PPG Clarvista 8 mm;2440 x 3300;2720.9;104.65;10124;3/19/2019;62426;2019/03;1018.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 6 mm;2440 x 3300;402.5;16.1;10124;3/19/2019;62431;2019/03;1018.00;;;;;;;;;;;;
AU*;Lacobel 6 mm Metalic grey 9006;3210 x 2250;0;36.1;10290;3/21/2019;62422;2019/03;1016.00;;;;;;;;;;;;
AU*;Lacobel 6 mm Black Classic 9005;3210 x 2250;0;28.88;10290;3/21/2019;62422;2019/03;1016.00;;;;;;;;;;;;
AU*;Lacobel 6 mm Starlight Black 0337;3210 x 2250;0;14.44;10290;3/21/2019;62422;2019/03;1016.00;;;;;;;;;;;;
AU*;Lacobel 6 mm Brown Light 1236;3210 x 2250;0;36.1;10290;3/21/2019;62422;2019/03;1016.00;;;;;;;;;;;;
AU*;Lacobel 6 mm Beige Light 1015;3210 x 2250;0;28.88;10290;3/21/2019;62422;2019/03;1016.00;;;;;;;;;;;;
AU*;Komplettpreis netto € 3.100,--;;3100;;10290;3/21/2019;;2019/03;1016.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;938.91;122.74;10290;3/21/2019;1006;2019/03;1016.00;;;;;;;;;;;;
AU*;Gothik weiß 4 mm;1610 x 2130;317.3;17.15;10290;3/21/2019;4044;2019/03;1016.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1600 x 1650;961.1;184.8;10864;3/25/2019;4078;2019/03;1012.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;1393.92;119.13;10864;3/25/2019;6000;2019/03;1012.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;1610 x 2550;665.88;49.32;10864;3/25/2019;1010;2019/03;1012.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;2250 x 3300;1382;297.2;10019;3/25/2019;1003;2019/03;1012.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3300;1060.92;208.04;10019;3/25/2019;1004;2019/03;1012.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;302.6;35.6;10790;3/25/2019;4054;2019/03;1012.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;189.55;18.05;10790;3/25/2019;1006;2019/03;1012.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;494.8;71.2;12469;3/25/2019;4054;2019/03;1012.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;900 x 1605;570.24;103.68;10949;3/25/2019;1003;2019/03;1012.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2550 x 1605;854.7;85.89;10149;3/25/2019;1446;2019/03;1012.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;758.1;108.3;11047;3/25/2019;1004;2019/03;1012.00;;;;;;;;;;;;
AU*;Barock bronce 4 mm;1650 x 2160;944.16;42.72;11047;3/25/2019;4119;2019/03;1012.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;1605 x 2250;85.2;7.22;11047;3/25/2019;62328;2019/03;1012.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;60.52;7.12;11047;3/25/2019;4054;2019/03;1012.00;;;;;;;;;;;;
AU*;Barock weiß 4 mm;1650 x 2160;301.2;21.36;11047;3/25/2019;4120;2019/03;1012.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;861.6;142.4;11514;3/25/2019;4054;2019/03;1012.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;930;60;11514;3/25/2019;6000;2019/03;1012.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;2250 x 3210;434.63;50.54;10126;3/26/2019;62444;2019/03;1011.00;;;;;;;;;;;;
AU*;Robax 4mm;1100 x 1954;516;4.3;10126;3/26/2019;1753;2019/03;1011.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;1605 x 2250;339.3;36.1;10126;3/26/2019;1010;2019/03;1011.00;;;;;;;;;;;;
AU*;VSG 6 mm;1610 x 2250;343.2;21.72;10107;3/26/2019;6000;2019/03;1011.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1610 x 2550;194.82;24.66;10107;3/26/2019;1004;2019/03;1011.00;;;;;;;;;;;;
AU*;Edelit doppelseitig weiß 4 mm;1650 x 2160;307.95;17.8;12117;3/26/2019;4041;2019/03;1011.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;120.15;17.8;12117;3/26/2019;4089;2019/03;1011.00;;;;;;;;;;;;
AU*;Listral weiß 4 mm;1650 x 2160;239.4;17.8;12117;3/26/2019;4064;2019/03;1011.00;;;;;;;;;;;;
AU*;Kathedral gelb 4 mm;1650 x 2160;531.35;17.8;12117;3/26/2019;4055;2019/03;1011.00;;;;;;;;;;;;
AU*;Robax 4mm;1100 x 1954;272.19;2.15;10419;3/26/2019;1753;2019/03;1011.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;700 x 1000;55.3;7;10419;3/26/2019;1002;2019/03;1011.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;70.4;7.22;10419;3/26/2019;1006;2019/03;1011.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;3300 x 2250;988.2;148.6;10780;3/28/2019;1006;2019/03;1009.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3300 x 2250;936.32;208.04;10780;3/28/2019;1004;2019/03;1009.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 1600;755.7;154.2;10780;3/28/2019;1004;2019/03;1009.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 1300;960.21;195.99;10780;3/28/2019;1004;2019/03;1009.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1600 x 1200;412.5;97;10780;3/28/2019;1002;2019/03;1009.00;;;;;;;;;;;;
AU*;VSG 8 mm;3210 x 2250;1384.74;101.08;10780;3/28/2019;6001;2019/03;1009.00;;;;;;;;;;;;
AU*;Matobel 2 mm;1600 x 1200;58.74;5.76;10780;3/28/2019;62311;2019/03;1009.00;;;;;;;;;;;;
AU*;Silvit 178 weiß;2160 x 1650;97.9;17.8;10780;3/28/2019;1884;2019/03;1009.00;;;;;;;;;;;;
AU*;Silvit 178 bronze;2160 x 1650;229.6;17.8;10780;3/28/2019;1884;2019/03;1009.00;;;;;;;;;;;;
AU*;Ornament 187 weiß 4 mm;2160 x 1650;119.25;17.8;10780;3/28/2019;4080;2019/03;1009.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;1650 x 2000;262.35;16.5;10780;3/28/2019;4102;2019/03;1009.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;2160 x 1650;180.48;10.68;10780;3/28/2019;4001;2019/03;1009.00;;;;;;;;;;;;
AU*;Altdeutsch K bronze 4 mm;2160 x 1650;85.08;3.56;10780;3/28/2019;4002;2019/03;1009.00;;;;;;;;;;;;
AU*;Listral weiß 4 mm;2160 x 1650;186.9;17.8;10780;3/28/2019;4064;2019/03;1009.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;2160 x 1650;97.9;17.8;10780;3/28/2019;4089;2019/03;1009.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;2160 x 1650;97.9;17.8;10780;3/28/2019;62264;2019/03;1009.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;2160 x 1650;97.9;17.8;10780;3/28/2019;4083;2019/03;1009.00;;;;;;;;;;;;
AU*;Kathedral großgehämmert weiß 4 mm;2160 x 1650;97.9;17.8;10780;3/28/2019;4357;2019/03;1009.00;;;;;;;;;;;;
AU*;Drahtornament 187 weiß 7 mm;3300 x 2040;535.05;33.65;10780;3/28/2019;4026;2019/03;1009.00;;;;;;;;;;;;
AU*;Drahtornament 521 weiß 7 mm;2520 x 2040;408.65;25.7;10780;3/28/2019;4029;2019/03;1009.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2250;532.86;43.32;10780;3/28/2019;6000;2019/03;1009.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);3210 x 2250;753.78;43.32;10780;3/28/2019;6056;2019/03;1009.00;;;;;;;;;;;;
AU*;Stahlfaden-VSG 6 mm;3210 x 2250;584.82;14.44;10780;3/28/2019;6002;2019/03;1009.00;;;;;;;;;;;;
AU*;Satinato 4 mm;3210 x 2250;335.75;36.1;10780;3/28/2019;62312;2019/03;1009.00;;;;;;;;;;;;
AU*;VSG 6 mm matte Folie;2250 x 1605;191.34;7.22;11094;3/29/2019;6056;2019/03;1008.00;;;;;;;;;;;;
AU*;VSG 8 mm matte Folie;2250 x 1605;213;7.22;11094;3/29/2019;6057;2019/03;1008.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;178;7.12;11094;3/29/2019;4001;2019/03;1008.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 2160;26.7;3.56;11094;3/29/2019;62264;2019/03;1008.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 2160;26.7;3.56;11094;3/29/2019;4078;2019/03;1008.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;57.04;7.22;11094;3/29/2019;1004;2019/03;1008.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2250;59.2;3.61;11094;3/29/2019;1446;2019/03;1008.00;;;;;;;;;;;;
AU*;Drahtspiegelglas 7 mm safety;2140 x 3300;508.32;14.12;10290;3/29/2019;62281;2019/03;1008.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;635.36;158.84;10290;3/29/2019;1005;2019/03;1008.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;1200 x 1605;304.15;67.55;10798;3/29/2019;1002;2019/03;1008.00;;;;;;;;;;;;
AU*;Gothik weiß 4 mm;1610 x 3350;1115.7;80.85;10798;3/29/2019;4044;2019/03;1008.00;;;;;;;;;;;;
AU*;Delta weiß 4 mm;1610 x 2130;375.92;27.44;10798;3/29/2019;4021;2019/03;1008.00;;;;;;;;;;;;
AU*;Ornament 187 weiß 4 mm;1650 x 2160;44.14;7.12;10798;3/29/2019;4080;2019/03;1008.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;35.6;7.12;10798;3/29/2019;4083;2019/03;1008.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm bronze";2250 x 3210;1483.65;108.3;10798;3/29/2019;1446;2019/03;1008.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;311.5;17.8;10798;3/29/2019;4001;2019/03;1008.00;;;;;;;;;;;;
AU*;VSG-Spiegel 6 mm beidseitig;2250 x 3210;404.32;14.44;10798;3/29/2019;6000;2019/03;1008.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;981.92;122.74;10610;4/2/2019;1446;2019/04;1004.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3300 x 2250;811.44;208.04;10792;4/2/2019;1004;2019/04;1004.00;;;;;;;;;;;;
AU*;Floatglas 12 mm;3660 x 2250;3337.2;247.2;10124;4/2/2019;1012;2019/04;1004.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2440 x 3300;3268.3;112.7;10124;4/2/2019;62427;2019/04;1004.00;;;;;;;;;;;;
AU*;VSG Schallschutz 4.4.2;3210 x 2550;1995.12;98.28;10124;4/2/2019;6021;2019/04;1004.00;;;;;;;;;;;;
AU*;Floatglas 12 mm;3660 x 2250;1112.4;82.4;10124;4/2/2019;1012;2019/04;1004.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3660 x 2250;6365.25;618;10124;4/2/2019;1008;2019/04;1004.00;;;;;;;;;;;;
AU*;PPG Clarvista 8 mm;2440 x 3300;2930.2;112.7;10124;4/2/2019;62426;2019/04;1004.00;;;;;;;;;;;;
AU*;Ultra-clear 8mm;2550 x 3210;1336.56;98.28;10124;4/2/2019;62445;2019/04;1004.00;;;;;;;;;;;;
AU*;Satinato 4 mm;2500 x 3210;1590;240.9;10124;4/2/2019;62312;2019/04;1004.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;277.68;42.72;10124;4/2/2019;4054;2019/04;1004.00;;;;;;;;;;;;
AU*;Listral weiß 4 mm;1650 x 2160;160.92;14.24;10124;4/2/2019;4064;2019/04;1004.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;246.36;14.24;10124;4/2/2019;4001;2019/04;1004.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;401.5;93.44;11802;4/4/2019;1003;2019/04;1002.00;;;;;;;;;;;;
AU*;Flutes weiß 4 mm;1610 x 2130;136.14;10.29;11802;4/4/2019;62290;2019/04;1002.00;;;;;;;;;;;;
AU*;Listral weiß 4 mm;1650 x 2160;131.37;10.68;11802;4/4/2019;4064;2019/04;1002.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;2085.75;194.94;12478;4/8/2019;1900;2019/04;998.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - Deckblatt -;2250 x 3210;41.88;7.22;12478;4/8/2019;1004;2019/04;998.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;3300 x 2040;366.8;33.65;10780;4/8/2019;4023;2019/04;998.00;;;;;;;;;;;;
AU*;Drahtspiegelglas 7 mm;3300 x 2140;1323.75;35.3;10780;4/8/2019;5010;2019/04;998.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;3300 x 2440;11504.64;450.8;10794;4/8/2019;62427;2019/04;998.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;600 x 1600;293.76;65.28;12209;4/11/2019;1002;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2550;202.45;20.45;10525;4/11/2019;1006;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;269.9;40.9;10525;4/11/2019;1004;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;245.4;40.9;10525;4/11/2019;1003;2019/04;995.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";1605 x 2550;173.85;20.45;10525;4/11/2019;1445;2019/04;995.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;242.35;20.45;10525;4/11/2019;1446;2019/04;995.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;276.1;20.45;10525;4/11/2019;6000;2019/04;995.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;1605 x 2550;233.15;20.45;10525;4/11/2019;62328;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;1200 x 1600;369.6;67.2;10525;4/11/2019;1002;2019/04;995.00;;;;;;;;;;;;
AU*;Matoflex 2 mm;1200 x 1600;302.4;28.8;10525;4/11/2019;1002;2019/04;995.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;684.48;57.76;10525;4/11/2019;1446;2019/04;995.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;2250 x 3210;179.06;14.44;10525;4/11/2019;62329;2019/04;995.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;487.35;36.1;10525;4/11/2019;6000;2019/04;995.00;;;;;;;;;;;;
AU*;Lacobel 6 mm 9003;2250 x 3210;171.48;7.22;10525;4/11/2019;1006;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;285.9;21.66;10525;4/11/2019;1008;2019/04;995.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 2160;49.84;7.12;10525;4/11/2019;62264;2019/04;995.00;;;;;;;;;;;;
AU*;Ornament 521 weiß 4 mm;1650 x 2160;49.84;7.12;10525;4/11/2019;4086;2019/04;995.00;;;;;;;;;;;;
AU*;Ornament 523 weiß 4 mm;1650 x 2160;49.84;7.12;10525;4/11/2019;4087;2019/04;995.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;49.84;7.12;10525;4/11/2019;4089;2019/04;995.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;49.84;7.12;10525;4/11/2019;4083;2019/04;995.00;;;;;;;;;;;;
AU*;Altdeutsch K bronze 4 mm;1650 x 2160;348.88;14.24;10730;4/11/2019;4002;2019/04;995.00;;;;;;;;;;;;
AU*;Delta weiß 4 mm;1610 x 2130;325.14;20.58;10730;4/11/2019;4021;2019/04;995.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 2160;192.24;21.36;10730;4/11/2019;4078;2019/04;995.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);1605 x 2550;683.84;32.72;10730;4/11/2019;6021;2019/04;995.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;825;60;10730;4/11/2019;6000;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;352.05;54.15;10730;4/11/2019;1003;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;395.66;70.08;10730;4/11/2019;1003;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;527.79;93.44;10730;4/11/2019;1003;2019/04;995.00;;;;;;;;;;;;
AU*;DecoCristal 6 mm 9003;1605 x 2550;649.08;24.54;10730;4/11/2019;1006;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1000 x 1600;735.84;116.8;12469;4/11/2019;1003;2019/04;995.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;208.15;12.85;12469;4/11/2019;6000;2019/04;995.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;162;10;12469;4/11/2019;6000;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;639;108.3;10524;4/11/2019;1004;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;1111.88;101.08;11058;4/11/2019;1008;2019/04;995.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 2160;53.4;7.12;11058;4/11/2019;4078;2019/04;995.00;;;;;;;;;;;;
AU*;Guardian Brilliance 2 mm;1200 x 1585;315.8;7.6;11058;4/11/2019;1002;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1600;826;192;12104;4/11/2019;1002;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;800 x 1600;550;128;12104;4/11/2019;1002;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;600 x 1600;280.84;65.28;12104;4/11/2019;1002;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;889.5;122.7;11514;4/11/2019;1004;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1600 x 1300;759.2;151.84;11045;4/11/2019;1003;2019/04;995.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;1605 x 2250;255.6;21.66;11045;4/11/2019;62328;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;123.45;10.83;11045;4/11/2019;1006;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;164.64;21.66;11045;4/11/2019;1004;2019/04;995.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;107.94;7.22;11045;4/11/2019;6000;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;1200 x 1600;57.6;9.6;11045;4/11/2019;1002;2019/04;995.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;259.9;35.6;11045;4/11/2019;4054;2019/04;995.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;650;144.4;10149;4/11/2019;1003;2019/04;995.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;3210 x 2250;0;129.96;11219;4/16/2019;62444;2019/04;990.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2250;0;7.22;11219;4/16/2019;1446;2019/04;990.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;3210 x 2250;0;7.22;11219;4/16/2019;1010;2019/04;990.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3210 x 2250;0;28.88;11219;4/16/2019;1008;2019/04;990.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;3210 x 2250;0;36.1;11219;4/16/2019;1006;2019/04;990.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;3210 x 2250;0;7.22;11219;4/16/2019;62463;2019/04;990.00;;;;;;;;;;;;
AU*;Satinato 4 mm;3210 x 2250;0;7.22;11219;4/16/2019;62312;2019/04;990.00;;;;;;;;;;;;
AU*;"Komplettpreis
";;2650;;11219;4/16/2019;;2019/04;990.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;1091.44;404.32;10290;4/16/2019;1004;2019/04;990.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1423.17;194.94;10290;4/16/2019;1900;2019/04;990.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - DECKBLATT -;2250 x 3210;19.49;7.22;10290;4/16/2019;1004;2019/04;990.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;882.18;187.72;11104;4/24/2019;1445;2019/04;982.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;773.33;122.74;11104;4/24/2019;1446;2019/04;982.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;800 x 1600;265.5;64;11104;4/24/2019;1002;2019/04;982.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;992.04;86.64;10945;4/24/2019;1010;2019/04;982.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;519.9;108.3;10945;4/24/2019;1004;2019/04;982.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;705.6;122.7;11091;4/26/2019;1004;2019/04;980.00;;;;;;;;;;;;
AU*;Gartenglas 3 mm;610 x 2100;350.4;93.44;10124;4/30/2019;4580;2019/04;976.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1481.49;194.94;10649;4/30/2019;1900;2019/04;976.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - Deckblatt -;2250 x 3210;42.24;7.22;10649;4/30/2019;1004;2019/04;976.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 2160;148.65;17.8;10649;4/30/2019;4078;2019/04;976.00;;;;;;;;;;;;
AU*;Delta weiß 4 mm;1610 x 2130;265.85;17.15;10649;4/30/2019;4021;2019/04;976.00;;;;;;;;;;;;
AU*;Altdeutsch K bronze 4 mm;1650 x 2160;498.4;17.8;10649;4/30/2019;4002;2019/04;976.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;89.19;10.68;10649;4/30/2019;4054;2019/04;976.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;0;21.66;10419;4/30/2019;6056;2019/04;976.00;;;;;;;;;;;;
